Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
EFNL	iShares MSCI Finland Capped ETF	BlackRock	Equity: Finland - Total Market		C	85	62	95	EFNL	iShares MSCI Finland Capped ETF	Equity	Europe	Finland	Size and Style	Total Market	Broad-based	No	No	No	MSCI Finland IMI 25/50 Index	Market Cap	Market Cap	No	EFNL	iShares MSCI Finland Capped ETF	2.41%	16.96	1.95		--	--    	--		EFNL	iShares MSCI Finland Capped ETF	BlackRock	0.53%	$36.57M	0.20%	Equity: Finland - Total Market	EFNL	iShares MSCI Finland Capped ETF	Open-Ended Fund	20.00	39.60	1099
EFO	ProShares Ultra MSCI EAFE	ProShares	Leveraged Equity: Developed Markets Ex-U.S. - Total Market		--	--	--	--	EFO	ProShares Ultra MSCI EAFE	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Total Market	Broad-based	No	Yes	No	MSCI EAFE Index	Market Cap	Market Cap	No	EFO	ProShares Ultra MSCI EAFE	0.00%	--	--		--	--    	--		EFO	ProShares Ultra MSCI EAFE	ProShares	0.95%	$9.12M	0.10%	Leveraged Equity: Developed Markets Ex-U.S. - Total Market	EFO	ProShares Ultra MSCI EAFE	Open-Ended Fund	20.00	39.60	1099
EFU	ProShares UltraShort MSCI EAFE	ProShares	Inverse Equity: Developed Markets Ex-U.S. - Total Market		--	--	--	--	EFU	ProShares UltraShort MSCI EAFE	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Total Market	Broad-based	Yes	No	No	MSCI EAFE Index	Market Cap	Market Cap	No	EFU	ProShares UltraShort MSCI EAFE	0.00%	--	--		--	--    	--		EFU	ProShares UltraShort MSCI EAFE	ProShares	0.95%	$4.74M	0.25%	Inverse Equity: Developed Markets Ex-U.S. - Total Market	EFU	ProShares UltraShort MSCI EAFE	Open-Ended Fund	20.00	39.60	1099
EFV	iShares MSCI EAFE Value ETF	BlackRock	Equity: Developed Markets Ex-U.S. - Total Market Value		A	92	88	90	EFV	iShares MSCI EAFE Value ETF	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Total Market	Value	No	No	No	MSCI EAFE Value Index	Multi-Factor	Market Cap	No	EFV	iShares MSCI EAFE Value ETF	3.23%	18.47	1.15		--	--    	--		EFV	iShares MSCI EAFE Value ETF	BlackRock	0.40%	$4.40B	0.06%	Equity: Developed Markets Ex-U.S. - Total Market Value	EFV	iShares MSCI EAFE Value ETF	Open-Ended Fund	20.00	39.60	1099
EFZ	ProShares Short MSCI EAFE	ProShares	Inverse Equity: Developed Markets Ex-U.S. - Total Market		--	--	--	--	EFZ	ProShares Short MSCI EAFE	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Total Market	Broad-based	Yes	No	No	MSCI EAFE Index	Market Cap	Market Cap	No	EFZ	ProShares Short MSCI EAFE	0.00%	--	--		--	--    	--		EFZ	ProShares Short MSCI EAFE	ProShares	0.95%	$49.19M	0.04%	Inverse Equity: Developed Markets Ex-U.S. - Total Market	EFZ	ProShares Short MSCI EAFE	Open-Ended Fund	20.00	39.60	1099
EGPT	VanEck Vectors Egypt Index ETF	Van Eck	Equity: Egypt - Total Market		F	66	41	57	EGPT	VanEck Vectors Egypt Index ETF	Equity	Middle East & Africa	Egypt	Size and Style	Total Market	Broad-based	No	No	No	MVIS Egypt Index	Market Cap	Market Cap	No	EGPT	VanEck Vectors Egypt Index ETF	0.00%	16.83	1.65		--	--    	--		EGPT	VanEck Vectors Egypt Index ETF	Van Eck	0.98%	$42.74M	0.92%	Equity: Egypt - Total Market	EGPT	VanEck Vectors Egypt Index ETF	Open-Ended Fund	20.00	39.60	1099
EIDO	iShares MSCI Indonesia ETF	BlackRock	Equity: Indonesia - Total Market		B	88	78	100	EIDO	iShares MSCI Indonesia ETF	Equity	Asia-Pacific	Indonesia	Size and Style	Total Market	Broad-based	No	No	No	MSCI Indonesia Investable Market Index	Market Cap	Market Cap	No	EIDO	iShares MSCI Indonesia ETF	1.14%	17.95	2.51		--	--    	--		EIDO	iShares MSCI Indonesia ETF	BlackRock	0.62%	$487.32M	0.04%	Equity: Indonesia - Total Market	EIDO	iShares MSCI Indonesia ETF	Open-Ended Fund	20.00	39.60	1099
EIRL	iShares MSCI Ireland Capped ETF	BlackRock	Equity: Ireland - Total Market		C	80	52	84	EIRL	iShares MSCI Ireland Capped ETF	Equity	Europe	Ireland	Size and Style	Total Market	Broad-based	No	No	No	MSCI All Ireland Capped Index	Market Cap	Market Cap	No	EIRL	iShares MSCI Ireland Capped ETF	1.33%	17.84	1.85		--	--    	--		EIRL	iShares MSCI Ireland Capped ETF	BlackRock	0.48%	$63.13M	0.27%	Equity: Ireland - Total Market	EIRL	iShares MSCI Ireland Capped ETF	Open-Ended Fund	20.00	39.60	1099
EIS	iShares MSCI Israel Capped ETF	BlackRock	Equity: Israel - Total Market		D	72	57	68	EIS	iShares MSCI Israel Capped ETF	Equity	Middle East & Africa	Israel	Size and Style	Total Market	Broad-based	No	No	No	MSCI Israel Capped Index	Market Cap	Market Cap	No	EIS	iShares MSCI Israel Capped ETF	1.76%	17.48	1.53		--	--    	--		EIS	iShares MSCI Israel Capped ETF	BlackRock	0.64%	$96.63M	0.32%	Equity: Israel - Total Market	EIS	iShares MSCI Israel Capped ETF	Open-Ended Fund	20.00	39.60	1099
ELD	WisdomTree Emerging Markets Local Debt Fund	WisdomTree	Fixed Income: Emerging Markets - Broad Market		C	77	70	0	ELD	WisdomTree Emerging Markets Local Debt Fund	Fixed Income	Emerging Markets	Emerging Markets	Broad Market	Broad Market	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	ELD	WisdomTree Emerging Markets Local Debt Fund	4.88%	--	--		5.19	BBB-	6.22%		ELD	WisdomTree Emerging Markets Local Debt Fund	WisdomTree	0.55%	$223.33M	0.19%	Fixed Income: Emerging Markets - Broad Market	ELD	WisdomTree Emerging Markets Local Debt Fund	Open-Ended Fund	20.00	39.60	1099
ELKU	Elkhorn FTSE RAFI U.S. Equity Income ETF	Elkhorn	Equity: U.S. - High Dividend Yield		--	--	--	--	ELKU	Elkhorn FTSE RAFI U.S. Equity Income ETF	Equity	North America	U.S.	High Dividend Yield	High Dividend Yield	Broad-based	No	No	No	FTSE RAFI U.S. Equity Income Index	Fundamental	Fundamental	No	ELKU	Elkhorn FTSE RAFI U.S. Equity Income ETF	3.08%	25.47	2.74		--	--    	--		ELKU	Elkhorn FTSE RAFI U.S. Equity Income ETF	Elkhorn	0.39%	$2.78M	0.43%	Equity: U.S. - High Dividend Yield	ELKU	Elkhorn FTSE RAFI U.S. Equity Income ETF	Open-Ended Fund	20.00	39.60	1099
EMAG	VanEck Vectors Emerging Markets Aggregate Bond ETF	Van Eck	Fixed Income: Emerging Markets - Broad Market		F	68	18	0	EMAG	VanEck Vectors Emerging Markets Aggregate Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Broad Market	Broad Market	Broad Maturities	No	No	No	MVIS EM Aggregate Bond Index	Market Value	Market Value	No	EMAG	VanEck Vectors Emerging Markets Aggregate Bond ETF	4.49%	--	--		4.57	BB-	4.83%		EMAG	VanEck Vectors Emerging Markets Aggregate Bond ETF	Van Eck	0.49%	$14.66M	3.89%	Fixed Income: Emerging Markets - Broad Market	EMAG	VanEck Vectors Emerging Markets Aggregate Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMB	iShares JP Morgan USD Emerging Markets Bond ETF	BlackRock	Fixed Income: Emerging Markets - Sovereign		B	85	85	58	EMB	iShares JP Morgan USD Emerging Markets Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Sovereign	Broad Market	Broad Maturities	No	No	No	JPMorgan EMBI Global Core Index	U.S. Dollar-Denominated	Tiered	No	EMB	iShares JP Morgan USD Emerging Markets Bond ETF	4.79%	--	--		7.00	BB-	4.95%		EMB	iShares JP Morgan USD Emerging Markets Bond ETF	BlackRock	0.40%	$8.24B	0.02%	Fixed Income: Emerging Markets - Sovereign	EMB	iShares JP Morgan USD Emerging Markets Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMBH	iShares Interest Rate Hedged Emerging Markets Bond ETF	BlackRock	Fixed Income: Emerging Markets - Sovereign		D	70	52	--	EMBH	iShares Interest Rate Hedged Emerging Markets Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Sovereign	Broad Market	Broad Maturities	No	No	No	--	U.S. Dollar-Denominated	Market Value	Yes	EMBH	iShares Interest Rate Hedged Emerging Markets Bond ETF	3.73%	--	--		--	BB-	--		EMBH	iShares Interest Rate Hedged Emerging Markets Bond ETF	BlackRock	0.49%	$3.80M	0.39%	Fixed Income: Emerging Markets - Sovereign	EMBH	iShares Interest Rate Hedged Emerging Markets Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMCB	WisdomTree Emerging Markets Corporate Bond Fund	WisdomTree	Fixed Income: Emerging Markets - Corporate		C	79	54	0	EMCB	WisdomTree Emerging Markets Corporate Bond Fund	Fixed Income	Emerging Markets	Emerging Markets	Corporate	Broad Market	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	EMCB	WisdomTree Emerging Markets Corporate Bond Fund	4.03%	--	--		5.40	BB	4.50%		EMCB	WisdomTree Emerging Markets Corporate Bond Fund	WisdomTree	0.60%	$56.49M	0.84%	Fixed Income: Emerging Markets - Corporate	EMCB	WisdomTree Emerging Markets Corporate Bond Fund	Open-Ended Fund	20.00	39.60	1099
EMCG	WisdomTree Emerging Markets Consumer Growth Fund	WisdomTree	Equity: Emerging Markets Consumer Cyclicals		D	80	25	53	EMCG	WisdomTree Emerging Markets Consumer Growth Fund	Equity	Emerging Markets	Emerging Markets	Sector	Theme	Consumer	No	No	No	WisdomTree Emerging Markets Consumer Growth Index	Fundamental	Fundamental	No	EMCG	WisdomTree Emerging Markets Consumer Growth Fund	2.64%	11.43	1.73		--	--    	--		EMCG	WisdomTree Emerging Markets Consumer Growth Fund	WisdomTree	0.63%	$22.25M	1.29%	Equity: Emerging Markets Consumer Cyclicals	EMCG	WisdomTree Emerging Markets Consumer Growth Fund	Open-Ended Fund	20.00	39.60	1099
EMCR	Columbia Emerging Markets Core ETF	Columbia	Equity: Emerging Markets - Total Market		F	56	26	67	EMCR	Columbia Emerging Markets Core ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	S&P Emerging Markets Core Index	Committee	Equal	No	EMCR	Columbia Emerging Markets Core ETF	1.32%	19.59	1.95		--	--    	--		EMCR	Columbia Emerging Markets Core ETF	Columbia	0.70%	$4.47M	2.20%	Equity: Emerging Markets - Total Market	EMCR	Columbia Emerging Markets Core ETF	Open-Ended Fund	20.00	39.60	1099
EMDD	Columbia EM Strategic Opportunities ETF	Columbia	Equity: Emerging Markets - Total Market		F	60	29	56	EMDD	Columbia EM Strategic Opportunities ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	S&P Emerging Markets Strategic Opportunities Index	Market Cap	Market Cap	No	EMDD	Columbia EM Strategic Opportunities ETF	2.31%	23.75	2.71		--	--    	--		EMDD	Columbia EM Strategic Opportunities ETF	Columbia	0.65%	$8.75M	2.20%	Equity: Emerging Markets - Total Market	EMDD	Columbia EM Strategic Opportunities ETF	Open-Ended Fund	20.00	39.60	1099
EMDV	ProShares MSCI Emerging Markets Dividend Growers ETF	ProShares	Equity: Emerging Markets - Total Market		--	--	--	--	EMDV	ProShares MSCI Emerging Markets Dividend Growers ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	MSCI Emerging Markets Dividend Masters Index	Fundamental	Equal	No	EMDV	ProShares MSCI Emerging Markets Dividend Growers ETF	--	13.58	1.89		--	--    	--		EMDV	ProShares MSCI Emerging Markets Dividend Growers ETF	ProShares	0.60%	$8.09M	0.90%	Equity: Emerging Markets - Total Market	EMDV	ProShares MSCI Emerging Markets Dividend Growers ETF	Open-Ended Fund	20.00	39.60	1099
EMFM	Global X Next Emerging & Frontier ETF	Global X	Equity: Emerging Markets - Total Market		D	78	30	56	EMFM	Global X Next Emerging & Frontier ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	Solactive Next Emerging & Frontier Index	Market Cap	Liquidity	No	EMFM	Global X Next Emerging & Frontier ETF	2.51%	23.97	1.74		--	--    	--		EMFM	Global X Next Emerging & Frontier ETF	Global X	0.58%	$13.48M	1.80%	Equity: Emerging Markets - Total Market	EMFM	Global X Next Emerging & Frontier ETF	Open-Ended Fund	20.00	39.60	1099
EMGF	iShares Edge MSCI Multifactor Emerging Markets ETF	BlackRock	Equity: Emerging Markets - Total Market		--	--	--	--	EMGF	iShares Edge MSCI Multifactor Emerging Markets ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	MSCI Emerging Markets Diversified Multiple-Factor Index	Multi-Factor	Multi-Factor	No	EMGF	iShares Edge MSCI Multifactor Emerging Markets ETF	1.96%	12.65	1.49		--	--    	--		EMGF	iShares Edge MSCI Multifactor Emerging Markets ETF	BlackRock	0.45%	$29.52M	0.34%	Equity: Emerging Markets - Total Market	EMGF	iShares Edge MSCI Multifactor Emerging Markets ETF	Open-Ended Fund	20.00	39.60	1099
EMHY	iShares Emerging Markets High Yield Bond ETF	BlackRock	Fixed Income: Emerging Markets - Broad Market High Yield		C	81	75	0	EMHY	iShares Emerging Markets High Yield Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Broad Market	High Yield	Broad Maturities	No	No	No	Morningstar Emerging Markets High Yield Bond	U.S. Dollar-Denominated	Market Value	No	EMHY	iShares Emerging Markets High Yield Bond ETF	6.40%	--	--		5.60	B+	6.63%		EMHY	iShares Emerging Markets High Yield Bond ETF	BlackRock	0.50%	$102.92M	0.20%	Fixed Income: Emerging Markets - Broad Market High Yield	EMHY	iShares Emerging Markets High Yield Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMIF	iShares Emerging Markets Infrastructure ETF	BlackRock	Equity: Emerging Markets Infrastructure		F	63	43	59	EMIF	iShares Emerging Markets Infrastructure ETF	Equity	Emerging Markets	Emerging Markets	Sector	Theme	Infrastructure	No	No	No	S&P Emerging Markets Infrastructure Index	Market Cap	Market Cap	No	EMIF	iShares Emerging Markets Infrastructure ETF	3.12%	13.69	1.40		--	--    	--		EMIF	iShares Emerging Markets Infrastructure ETF	BlackRock	0.75%	$42.55M	0.52%	Equity: Emerging Markets Infrastructure	EMIF	iShares Emerging Markets Infrastructure ETF	Open-Ended Fund	20.00	39.60	1099
EMIH	Deutsche X-trackers Emerging Markets Bond Interest Rate Hedged ETF	Deutsche Bank	Fixed Income: Emerging Markets - Sovereign		--	--	--	--	EMIH	Deutsche X-trackers Emerging Markets Bond Interest Rate Hedged ETF	Fixed Income	Emerging Markets	Emerging Markets	Sovereign	Broad Market	Broad Maturities	No	No	No	Solactive Emerging Markets Bond - Interest Rate Hedged Index	U.S. Dollar-Denominated	Market Value	No	EMIH	Deutsche X-trackers Emerging Markets Bond Interest Rate Hedged ETF	4.94%	--	--		0.88	BB+	4.24%		EMIH	Deutsche X-trackers Emerging Markets Bond Interest Rate Hedged ETF	Deutsche Bank	0.45%	$6.18M	0.89%	Fixed Income: Emerging Markets - Sovereign	EMIH	Deutsche X-trackers Emerging Markets Bond Interest Rate Hedged ETF	Open-Ended Fund	20.00	39.60	1099
EMLB	iPath Long Enhanced MSCI Emerging Markets Index ETN	Barclays Capital	Leveraged Equity: Emerging Markets - Total Market		--	--	--	--	EMLB	iPath Long Enhanced MSCI Emerging Markets Index ETN	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	Yes	Yes	MSCI Emerging Markets Index	Market Cap	Market Cap	No	EMLB	iPath Long Enhanced MSCI Emerging Markets Index ETN	0.00%	--	--		--	--    	--		EMLB	iPath Long Enhanced MSCI Emerging Markets Index ETN	Barclays Capital	1.40%	$1.55M	99.99%	Leveraged Equity: Emerging Markets - Total Market	EMLB	iPath Long Enhanced MSCI Emerging Markets Index ETN	Exchange-Traded Note	20.00	39.60	1099
EMLC	VanEck Vectors J.P. Morgan EM Local Currency Bond ETF	Van Eck	Fixed Income: Emerging Markets - Sovereign		C	79	74	54	EMLC	VanEck Vectors J.P. Morgan EM Local Currency Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Sovereign	Broad Market	Broad Maturities	No	No	No	J.P. Morgan Government Bond Index - Emerging Markets Global Core	Market Value	Market Value	No	EMLC	VanEck Vectors J.P. Morgan EM Local Currency Bond ETF	5.38%	--	--		5.10	BBB-	6.15%		EMLC	VanEck Vectors J.P. Morgan EM Local Currency Bond ETF	Van Eck	0.47%	$2.39B	0.07%	Fixed Income: Emerging Markets - Sovereign	EMLC	VanEck Vectors J.P. Morgan EM Local Currency Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMLP	First Trust North American Energy Infrastructure Fund	First Trust	Equity: U.S. MLPs		--	--	--	--	EMLP	First Trust North American Energy Infrastructure Fund	Equity	North America	U.S.	Sector	Energy	MLPs	No	No	No	--	Proprietary	Proprietary	Yes	EMLP	First Trust North American Energy Infrastructure Fund	3.60%	28.85	1.82		--	--    	--		EMLP	First Trust North American Energy Infrastructure Fund	First Trust	0.95%	$1.55B	0.06%	Equity: U.S. MLPs	EMLP	First Trust North American Energy Infrastructure Fund	Open-Ended Fund	20.00	39.60	1099
EMQQ	Emerging Markets Internet & Ecommerce ETF	Exchange Traded Concepts	Equity: Emerging Markets Internet		D	71	62	19	EMQQ	Emerging Markets Internet & Ecommerce ETF	Equity	Emerging Markets	Emerging Markets	Sector	Technology	Internet	No	No	No	EMQQ The Emerging Markets Internet & Ecommerce Index	Market Cap	Market Cap	No	EMQQ	Emerging Markets Internet & Ecommerce ETF	0.69%	172.69	3.83		--	--    	--		EMQQ	Emerging Markets Internet & Ecommerce ETF	Exchange Traded Concepts	0.86%	$28.44M	0.30%	Equity: Emerging Markets Internet	EMQQ	Emerging Markets Internet & Ecommerce ETF	Open-Ended Fund	20.00	39.60	1099
EMSA	iPath Short Enhanced MSCI Emerging Markets Index ETN	Barclays Capital	Inverse Equity: Emerging Markets - Total Market		--	--	--	--	EMSA	iPath Short Enhanced MSCI Emerging Markets Index ETN	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	Yes	No	Yes	MSCI Emerging Markets Index	Market Cap	Market Cap	No	EMSA	iPath Short Enhanced MSCI Emerging Markets Index ETN	0.00%	--	--		--	--    	--		EMSA	iPath Short Enhanced MSCI Emerging Markets Index ETN	Barclays Capital	3.30%	$1.26M	99.99%	Inverse Equity: Emerging Markets - Total Market	EMSA	iPath Short Enhanced MSCI Emerging Markets Index ETN	Exchange-Traded Note	20.00	39.60	1099
EMSD	WisdomTree Strong Dollar Emerging Markets Equity Fund	WisdomTree	Equity: Emerging Markets - Total Market		D	70	40	53	EMSD	WisdomTree Strong Dollar Emerging Markets Equity Fund	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	WisdomTree Strong Dollar Emerging Markets Equity Index	Fundamental	Multi-Factor	No	EMSD	WisdomTree Strong Dollar Emerging Markets Equity Fund	1.40%	21.97	1.63		--	--    	--		EMSD	WisdomTree Strong Dollar Emerging Markets Equity Fund	WisdomTree	0.58%	$9.70M	0.13%	Equity: Emerging Markets - Total Market	EMSD	WisdomTree Strong Dollar Emerging Markets Equity Fund	Open-Ended Fund	20.00	39.60	1099
EMSH	ProShares Short Term USD Emerging Markets Bond ETF	ProShares	Fixed Income: Emerging Markets - Sovereign Short-Term		D	71	46	0	EMSH	ProShares Short Term USD Emerging Markets Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Sovereign	Broad Market	Short-Term	No	No	No	DBIQ Short Duration Emerging Market Bond Index	U.S. Dollar-Denominated	Market Value	No	EMSH	ProShares Short Term USD Emerging Markets Bond ETF	5.87%	--	--		2.15	BB-	3.92%		EMSH	ProShares Short Term USD Emerging Markets Bond ETF	ProShares	0.50%	$7.75M	0.26%	Fixed Income: Emerging Markets - Sovereign Short-Term	EMSH	ProShares Short Term USD Emerging Markets Bond ETF	Open-Ended Fund	20.00	39.60	1099
EMTL	SPDR DoubleLine Emerging Markets Fixed Income	State Street Global Advisors	Fixed Income: Emerging Markets - Broad Market		--	--	--	--	EMTL	SPDR DoubleLine Emerging Markets Fixed Income	Fixed Income	Emerging Markets	Emerging Markets	Broad Market	Broad Market	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	EMTL	SPDR DoubleLine Emerging Markets Fixed Income	--	--	--		3.21	BB	3.71%		EMTL	SPDR DoubleLine Emerging Markets Fixed Income	State Street Global Advisors	0.65%	$24.43M	0.67%	Fixed Income: Emerging Markets - Broad Market	EMTL	SPDR DoubleLine Emerging Markets Fixed Income	Open-Ended Fund	0.00	0.00	1099
ENFR	Alerian Energy Infrastructure ETF	ALPS	Equity: U.S. MLPs		--	--	--	--	ENFR	Alerian Energy Infrastructure ETF	Equity	North America	U.S.	Sector	Energy	MLPs	No	No	No	Alerian Energy Infrastructure Index	Market Cap	Tiered	No	ENFR	Alerian Energy Infrastructure ETF	3.29%	62.99	2.46		--	--    	--		ENFR	Alerian Energy Infrastructure ETF	ALPS	0.65%	$22.59M	0.28%	Equity: U.S. MLPs	ENFR	Alerian Energy Infrastructure ETF	Open-Ended Fund	20.00	39.60	1099
ENOR	iShares MSCI Norway Capped ETF	BlackRock	Equity: Norway - Total Market		C	89	52	97	ENOR	iShares MSCI Norway Capped ETF	Equity	Europe	Norway	Size and Style	Total Market	Broad-based	No	No	No	MSCI Norway IMI 25/50 Index	Market Cap	Market Cap	No	ENOR	iShares MSCI Norway Capped ETF	2.92%	-7.01	0.32		--	--    	--		ENOR	iShares MSCI Norway Capped ETF	BlackRock	0.53%	$30.91M	0.26%	Equity: Norway - Total Market	ENOR	iShares MSCI Norway Capped ETF	Open-Ended Fund	20.00	39.60	1099
ENY	Guggenheim Canadian Energy Income ETF	Guggenheim	Equity: Canada Oil & Gas Exploration & Production		C	81	57	82	ENY	Guggenheim Canadian Energy Income ETF	Equity	North America	Canada	Sector	Energy	Oil & Gas Exploration & Production	No	No	No	S&P/TSX Canadian High Income Energy Index	Dividends	Market Cap	No	ENY	Guggenheim Canadian Energy Income ETF	2.82%	-84.29	1.89		--	--    	--		ENY	Guggenheim Canadian Energy Income ETF	Guggenheim	0.69%	$28.92M	0.41%	Equity: Canada Oil & Gas Exploration & Production	ENY	Guggenheim Canadian Energy Income ETF	Open-Ended Fund	20.00	39.60	1099
ENZL	iShares MSCI New Zealand Capped ETF	BlackRock	Equity: New Zealand - Total Market		B	91	57	98	ENZL	iShares MSCI New Zealand Capped ETF	Equity	Asia-Pacific	New Zealand	Size and Style	Total Market	Broad-based	No	No	No	MSCI New Zealand IMI 25/50 Index	Market Cap	Market Cap	No	ENZL	iShares MSCI New Zealand Capped ETF	4.60%	18.60	1.88		--	--    	--		ENZL	iShares MSCI New Zealand Capped ETF	BlackRock	0.48%	$117.49M	0.26%	Equity: New Zealand - Total Market	ENZL	iShares MSCI New Zealand Capped ETF	Open-Ended Fund	20.00	39.60	1099
